n001.hpc
2021. 12. 23. (목) 19:50:42 KST
Graph is built!
Epoch 0036: Test ELBO Loss: -364.9878, Test Recon: 27.8817, Test Prior: -392.9495, Test Accuracy: 97.720%
Epoch 0037: Validation ELBO Loss: -362.4449, Validation Recon: 26.9570, Validation Prior: -389.4584, Validation Accuracy: 98.420%
Epoch 0037: Test ELBO Loss: -363.7743, Test Recon: 26.8276, Test Prior: -390.6827, Test Accuracy: 97.940%
Epoch 0038: Validation ELBO Loss: -366.9518, Validation Recon: 26.3414, Validation Prior: -393.3479, Validation Accuracy: 98.260%
Epoch 0038: Test ELBO Loss: -368.1262, Test Recon: 26.1136, Test Prior: -394.3167, Test Accuracy: 97.990%
Epoch 0039: Validation ELBO Loss: -358.8735, Validation Recon: 26.5577, Validation Prior: -385.4797, Validation Accuracy: 98.740%
Epoch 0039: Test ELBO Loss: -360.0697, Test Recon: 26.4240, Test Prior: -386.5627, Test Accuracy: 98.260%
Epoch 0040: Validation ELBO Loss: -365.4706, Validation Recon: 25.9404, Validation Prior: -391.4600, Validation Accuracy: 98.520%
Epoch 0040: Test ELBO Loss: -366.8346, Test Recon: 25.7444, Test Prior: -392.6587, Test Accuracy: 97.780%
Epoch 0041: Validation ELBO Loss: -356.3443, Validation Recon: 24.0950, Validation Prior: -380.4872, Validation Accuracy: 98.600%
Epoch 0041: Test ELBO Loss: -357.5451, Test Recon: 23.5911, Test Prior: -381.2099, Test Accuracy: 98.000%
Epoch 0042: Validation ELBO Loss: -360.2606, Validation Recon: 32.0722, Validation Prior: -392.3892, Validation Accuracy: 98.540%
Epoch 0042: Test ELBO Loss: -360.9773, Test Recon: 32.2568, Test Prior: -393.3173, Test Accuracy: 97.750%
Epoch 0043: Validation ELBO Loss: -360.9836, Validation Recon: 24.3156, Validation Prior: -385.3504, Validation Accuracy: 98.700%
Epoch 0043: Test ELBO Loss: -361.7287, Test Recon: 24.0234, Test Prior: -385.8217, Test Accuracy: 98.140%
Epoch 0044: Validation ELBO Loss: -365.6917, Validation Recon: 23.6751, Validation Prior: -389.4144, Validation Accuracy: 98.840%
Epoch 0044: Test ELBO Loss: -367.1545, Test Recon: 23.5159, Test Prior: -390.7389, Test Accuracy: 98.090%
Epoch 0045: Validation ELBO Loss: -363.3348, Validation Recon: 26.1589, Validation Prior: -389.5464, Validation Accuracy: 98.620%
Epoch 0045: Test ELBO Loss: -364.5765, Test Recon: 25.9346, Test Prior: -390.5877, Test Accuracy: 97.920%
Epoch 0046: Validation ELBO Loss: -365.1728, Validation Recon: 27.5410, Validation Prior: -392.7767, Validation Accuracy: 98.120%
Epoch 0046: Test ELBO Loss: -366.4027, Test Recon: 27.5440, Test Prior: -394.0339, Test Accuracy: 97.500%
Epoch 0047: Validation ELBO Loss: -365.6076, Validation Recon: 26.7426, Validation Prior: -392.4019, Validation Accuracy: 98.720%
Epoch 0047: Test ELBO Loss: -366.0830, Test Recon: 26.7752, Test Prior: -392.9314, Test Accuracy: 98.120%
Epoch 0048: Validation ELBO Loss: -355.2014, Validation Recon: 23.5544, Validation Prior: -378.7968, Validation Accuracy: 98.780%
Epoch 0048: Test ELBO Loss: -356.9836, Test Recon: 23.3305, Test Prior: -380.3812, Test Accuracy: 98.310%
Epoch 0049: Validation ELBO Loss: -364.2853, Validation Recon: 26.1762, Validation Prior: -390.5153, Validation Accuracy: 98.540%
Epoch 0049: Test ELBO Loss: -365.5276, Test Recon: 26.1950, Test Prior: -391.7981, Test Accuracy: 97.920%
Epoch 0050: Validation ELBO Loss: -355.9280, Validation Recon: 27.1762, Validation Prior: -383.1500, Validation Accuracy: 98.620%
Epoch 0050: Test ELBO Loss: -356.9210, Test Recon: 27.4057, Test Prior: -384.3971, Test Accuracy: 98.050%
Epoch 0051: Validation ELBO Loss: -345.2509, Validation Recon: 24.6567, Validation Prior: -369.9530, Validation Accuracy: 98.880%
Epoch 0051: Test ELBO Loss: -345.9195, Test Recon: 24.2268, Test Prior: -370.2174, Test Accuracy: 98.190%
Epoch 0052: Validation ELBO Loss: -358.6970, Validation Recon: 25.5540, Validation Prior: -384.2949, Validation Accuracy: 98.640%
Epoch 0052: Test ELBO Loss: -360.0588, Test Recon: 25.4826, Test Prior: -385.6118, Test Accuracy: 98.130%
Epoch 0053: Validation ELBO Loss: -355.5307, Validation Recon: 25.0109, Validation Prior: -380.5839, Validation Accuracy: 98.800%
Epoch 0053: Test ELBO Loss: -356.9534, Test Recon: 24.6361, Test Prior: -381.6568, Test Accuracy: 98.210%
Epoch 0054: Validation ELBO Loss: -360.2952, Validation Recon: 25.7030, Validation Prior: -386.0403, Validation Accuracy: 98.760%
Epoch 0054: Test ELBO Loss: -361.2138, Test Recon: 25.3680, Test Prior: -386.6478, Test Accuracy: 98.230%
Epoch 0055: Validation ELBO Loss: -359.2834, Validation Recon: 29.0148, Validation Prior: -388.3414, Validation Accuracy: 98.740%
Epoch 0055: Test ELBO Loss: -360.2656, Test Recon: 29.1060, Test Prior: -389.4414, Test Accuracy: 98.150%
Epoch 0056: Validation ELBO Loss: -363.7121, Validation Recon: 24.1939, Validation Prior: -387.9418, Validation Accuracy: 99.040%
Epoch 0056: Test ELBO Loss: -364.6189, Test Recon: 24.0211, Test Prior: -388.6986, Test Accuracy: 98.480%
Epoch 0057: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0057: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0058: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0058: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0059: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0059: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0060: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0060: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0061: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0061: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0062: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0062: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0063: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0063: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0064: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0064: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0065: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0065: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0066: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0066: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0067: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0067: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0068: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0068: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0069: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0069: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0070: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0070: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0071: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0071: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0072: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0072: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0073: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0073: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0074: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0074: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0075: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0075: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0076: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0076: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0077: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0077: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0078: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0078: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0079: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0079: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0080: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0080: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0081: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0081: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0082: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0082: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0083: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0083: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0084: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0084: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0085: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0085: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0086: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0086: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0087: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0087: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0088: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0088: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0089: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0089: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0090: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0090: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0091: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0091: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0092: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0092: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0093: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0093: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0094: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0094: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0095: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0095: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0096: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0096: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0097: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0097: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0098: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0098: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
Epoch 0099: Validation ELBO Loss: nan, Validation Recon: nan, Validation Prior: nan, Validation Accuracy: 10.000%
Epoch 0099: Test ELBO Loss: nan, Test Recon: nan, Test Prior: nan, Test Accuracy: 9.800%
